id,Age
15614,10.3
15615,7.4
15616,9.6
15617,16.4
15618,10.2
15619,8.2
15620,10.1
15621,8.5
15622,10.7
15623,4.9
15624,6.0
15625,9.1
15626,9.8
15627,11.3
15628,11.4
15629,9.2
15630,10.4
15631,11.5
15632,8.9
15633,8.2
15634,10.9
15635,7.7
15636,9.9
15637,10.5
15638,10.5
15639,9.9
15640,4.4
15641,11.2
15642,10.9
15643,11.1
15644,9.4
15645,10.6
15646,9.5
15647,11.3
15648,10.9
15649,10.4
15650,22.1
15651,9.9
15652,8.2
15653,8.0
15654,7.3
15655,9.0
15656,12.2
15657,7.5
15658,9.1
15659,10.8
15660,9.5
15661,8.5
15662,9.5
15663,11.9
15664,9.0
15665,6.8
15666,11.8
15667,10.2
15668,7.1
15669,10.9
15670,9.9
15671,10.5
15672,9.4
15673,11.7
15674,10.4
15675,13.2
15676,9.6
15677,9.9
15678,13.1
15679,8.5
15680,5.7
15681,10.2
15682,4.5
15683,12.2
15684,11.0
15685,14.5
15686,9.5
15687,9.8
15688,6.3
15689,9.0
15690,10.2
15691,12.0
15692,10.7
15693,11.6
15694,11.6
15695,8.3
15696,15.1
15697,9.1
15698,10.1
15699,12.5
15700,10.8
15701,8.5
15702,11.6
15703,9.5
15704,16.9
15705,10.0
15706,8.0
15707,10.8
15708,6.3
15709,10.8
15710,10.2
15711,10.5
15712,12.4
15713,9.0
15714,11.8
15715,9.1
15716,10.3
15717,10.9
15718,10.8
15719,9.3
15720,8.5
15721,12.0
15722,6.7
15723,5.6
15724,7.4
15725,11.6
15726,5.6
15727,9.0
15728,6.9
15729,6.5
15730,10.7
15731,11.7
15732,6.9
15733,8.9
15734,9.6
15735,10.9
15736,10.2
15737,11.6
15738,10.2
15739,6.9
15740,8.9
15741,8.5
15742,9.1
15743,10.9
15744,13.7
15745,11.3
15746,6.3
15747,13.1
15748,12.4
15749,8.7
15750,7.1
15751,11.2
15752,8.3
15753,7.8
15754,10.8
15755,9.9
15756,5.5
15757,12.1
15758,8.2
15759,10.4
15760,11.6
15761,11.2
15762,10.5
15763,10.1
15764,13.1
15765,5.9
15766,10.8
15767,8.5
15768,11.3
15769,7.3
15770,11.5
15771,14.1
15772,8.1
15773,10.1
15774,9.0
15775,8.7
15776,10.2
15777,4.4
15778,14.2
15779,10.1
15780,10.1
15781,5.7
15782,10.9
15783,11.8
15784,9.2
15785,10.0
15786,10.3
15787,8.0
15788,8.9
15789,13.9
15790,10.5
15791,11.9
15792,6.0
15793,9.5
15794,8.9
15795,11.8
15796,9.6
15797,6.4
15798,12.5
15799,5.8
15800,9.5
15801,9.1
15802,7.9
15803,11.7
15804,10.2
15805,8.7
15806,10.4
15807,9.4
15808,11.9
15809,5.3
15810,6.1
15811,10.3
15812,8.4
15813,8.5
15814,6.8
15815,11.0
15816,11.0
15817,12.8
15818,10.8
15819,6.0
15820,13.0
15821,10.3
15822,9.2
15823,9.8
15824,12.8
15825,6.0
15826,6.8
15827,9.3
15828,10.3
15829,11.8
15830,9.0
15831,9.8
15832,7.8
15833,7.3
15834,12.4
15835,10.3
15836,9.3
15837,6.6
15838,11.8
15839,9.0
15840,10.8
15841,7.8
15842,6.1
15843,10.4
15844,8.0
15845,9.3
15846,11.1
15847,5.1
15848,10.5
15849,9.0
15850,11.2
15851,13.1
15852,9.8
15853,9.0
15854,9.6
15855,8.6
15856,10.5
15857,10.2
15858,9.2
15859,13.1
15860,10.1
15861,9.7
15862,9.1
15863,9.2
15864,11.5
15865,6.6
15866,10.6
15867,12.2
15868,7.9
15869,16.4
15870,11.4
15871,6.7
15872,11.9
15873,11.2
15874,7.0
15875,10.6
15876,6.4
15877,6.4
15878,9.0
15879,8.8
15880,6.8
15881,10.0
15882,4.9
15883,12.2
15884,7.7
15885,8.3
15886,6.8
15887,12.5
15888,9.4
15889,11.1
15890,8.7
15891,9.1
15892,8.0
15893,12.4
15894,11.8
15895,10.8
15896,10.6
15897,8.8
15898,12.0
15899,6.6
15900,11.3
15901,8.0
15902,9.8
15903,8.9
15904,11.4
15905,9.9
15906,10.5
15907,11.6
15908,8.9
15909,6.6
15910,10.0
15911,6.2
15912,9.8
15913,9.0
15914,7.3
15915,12.5
15916,7.5
15917,11.0
15918,12.2
15919,13.9
15920,10.3
15921,10.8
15922,10.7
15923,9.5
15924,13.7
15925,8.6
15926,11.6
15927,8.9
15928,9.6
15929,10.8
15930,11.2
15931,13.3
15932,16.6
15933,12.1
15934,10.5
15935,11.0
15936,11.1
15937,5.3
15938,10.0
15939,10.7
15940,10.5
15941,11.4
15942,9.1
15943,9.8
15944,6.5
15945,10.3
15946,3.8
15947,12.1
15948,12.1
15949,10.8
15950,13.9
15951,10.0
15952,11.1
15953,9.0
15954,5.6
15955,11.1
15956,7.0
15957,11.0
15958,8.7
15959,8.6
15960,9.9
15961,7.8
15962,9.8
15963,7.4
15964,19.2
15965,8.5
15966,12.8
15967,8.1
15968,7.9
15969,7.1
15970,8.8
15971,11.1
15972,7.7
15973,8.8
15974,9.9
15975,8.3
15976,5.1
15977,12.0
15978,11.2
15979,9.1
15980,10.9
15981,10.0
15982,9.0
15983,9.6
15984,12.6
15985,11.5
15986,13.1
15987,8.2
15988,5.6
15989,11.5
15990,10.3
15991,5.7
15992,11.1
15993,9.7
15994,7.6
15995,9.5
15996,7.9
15997,9.7
15998,11.0
15999,12.5
16000,8.5
16001,7.9
16002,16.1
16003,10.8
16004,6.6
16005,10.1
16006,10.1
16007,9.9
16008,9.8
16009,6.6
16010,7.9
16011,7.4
16012,6.1
16013,9.8
16014,7.8
16015,10.7
16016,6.3
16017,6.7
16018,10.2
16019,9.9
16020,11.3
16021,5.7
16022,10.6
16023,6.6
16024,12.2
16025,8.5
16026,9.8
16027,8.3
16028,10.1
16029,5.8
16030,8.2
16031,9.3
16032,11.2
16033,9.8
16034,13.0
16035,8.4
16036,8.1
16037,10.4
16038,11.6
16039,7.0
16040,12.4
16041,8.1
16042,5.2
16043,11.8
16044,11.8
16045,11.5
16046,10.4
16047,10.5
16048,7.6
16049,10.5
16050,10.6
16051,7.8
16052,10.2
16053,6.4
16054,9.8
16055,9.9
16056,11.4
16057,10.5
16058,10.1
16059,7.4
16060,8.6
16061,11.4
16062,11.0
16063,9.1
16064,7.8
16065,10.3
16066,5.5
16067,8.6
16068,7.0
16069,11.2
16070,9.5
16071,8.4
16072,10.0
16073,10.3
16074,3.5
16075,14.1
16076,11.5
16077,8.8
16078,10.4
16079,8.8
16080,10.8
16081,11.1
16082,8.6
16083,8.4
16084,8.1
16085,5.5
16086,9.7
16087,14.3
16088,10.8
16089,11.1
16090,9.9
16091,11.0
16092,11.4
16093,11.4
16094,13.6
16095,12.1
16096,9.5
16097,12.8
16098,10.5
16099,18.1
16100,7.7
16101,11.1
16102,9.6
16103,11.0
16104,9.3
16105,10.2
16106,6.4
16107,8.9
16108,3.9
16109,9.7
16110,13.0
16111,6.9
16112,7.3
16113,10.4
16114,11.1
16115,9.0
16116,9.2
16117,12.5
16118,11.5
16119,9.9
16120,4.5
16121,7.8
16122,9.9
16123,9.4
16124,5.4
16125,12.7
16126,12.4
16127,12.4
16128,8.8
16129,9.1
16130,9.5
16131,11.4
16132,10.8
16133,9.0
16134,10.0
16135,7.1
16136,10.5
16137,8.8
16138,7.3
16139,8.7
16140,8.9
16141,9.2
16142,6.8
16143,6.6
16144,10.6
16145,6.8
16146,10.6
16147,7.2
16148,10.0
16149,11.1
16150,8.7
16151,12.6
16152,13.1
16153,10.4
16154,11.4
16155,4.1
16156,11.8
16157,9.9
16158,7.3
16159,9.1
16160,10.5
16161,9.3
16162,8.1
16163,10.0
16164,11.4
16165,8.1
16166,7.3
16167,8.9
16168,8.4
16169,9.3
16170,10.7
16171,9.7
16172,6.8
16173,11.3
16174,12.1
16175,6.6
16176,10.7
16177,11.2
16178,9.0
16179,11.1
16180,8.8
16181,6.4
16182,12.7
16183,9.5
16184,12.7
16185,6.8
16186,12.0
16187,7.4
16188,10.8
16189,5.0
16190,10.8
16191,8.8
16192,7.3
16193,6.8
16194,11.7
16195,7.5
16196,13.0
16197,10.8
16198,10.8
16199,8.9
16200,13.9
16201,10.5
16202,11.3
16203,8.9
16204,9.9
16205,6.6
16206,15.9
16207,10.9
16208,11.5
16209,6.7
16210,12.5
16211,5.1
16212,9.5
16213,6.1
16214,11.3
16215,13.9
16216,8.0
16217,11.4
16218,7.3
16219,6.9
16220,15.1
16221,11.4
16222,21.1
16223,9.8
16224,6.2
16225,7.0
16226,12.8
16227,9.1
16228,7.4
16229,9.6
16230,9.2
16231,12.0
16232,7.3
16233,7.8
16234,11.4
16235,11.6
16236,12.7
16237,9.2
16238,6.9
16239,6.0
16240,7.4
16241,6.4
16242,9.6
16243,9.8
16244,12.9
16245,8.6
16246,11.0
16247,12.3
16248,9.9
16249,13.9
16250,9.6
16251,8.8
16252,6.6
16253,7.0
16254,8.7
16255,11.4
16256,9.4
16257,10.0
16258,10.0
16259,6.4
16260,9.0
16261,10.5
16262,7.3
16263,6.6
16264,8.4
16265,10.3
16266,10.7
16267,12.1
16268,10.1
16269,12.3
16270,7.3
16271,11.6
16272,10.2
16273,7.2
16274,13.0
16275,13.6
16276,8.0
16277,18.0
16278,9.6
16279,6.8
16280,8.5
16281,10.8
16282,12.4
16283,9.8
16284,6.6
16285,6.9
16286,10.9
16287,11.1
16288,8.0
16289,10.4
16290,11.1
16291,10.0
16292,11.1
16293,7.2
16294,12.1
16295,7.3
16296,9.8
16297,14.1
16298,10.8
16299,8.4
16300,11.5
16301,7.3
16302,7.9
16303,10.5
16304,12.3
16305,11.7
16306,9.9
16307,9.9
16308,12.2
16309,10.9
16310,11.3
16311,9.1
16312,11.5
16313,9.8
16314,11.8
16315,10.9
16316,10.5
16317,7.6
16318,7.2
16319,12.0
16320,10.0
16321,4.5
16322,7.1
16323,8.6
16324,11.2
16325,8.0
16326,10.5
16327,9.8
16328,8.6
16329,9.3
16330,9.4
16331,10.6
16332,7.0
16333,9.9
16334,11.4
16335,8.5
16336,8.9
16337,9.7
16338,7.4
16339,5.0
16340,10.5
16341,9.9
16342,10.3
16343,10.5
16344,9.8
16345,8.8
16346,4.1
16347,9.8
16348,9.7
16349,6.3
16350,6.6
16351,7.4
16352,11.9
16353,10.6
16354,10.9
16355,11.6
16356,9.1
16357,10.3
16358,7.6
16359,8.7
16360,11.4
16361,11.0
16362,11.4
16363,8.0
16364,10.1
16365,11.0
16366,4.7
16367,6.9
16368,6.7
16369,6.8
16370,10.2
16371,11.9
16372,8.6
16373,6.6
16374,10.8
16375,10.3
16376,11.0
16377,10.1
16378,14.4
16379,12.7
16380,7.1
16381,7.9
16382,11.7
16383,9.0
16384,5.9
16385,11.7
16386,10.9
16387,12.4
16388,9.3
16389,15.3
16390,22.0
16391,8.3
16392,11.3
16393,7.1
16394,11.4
16395,7.1
16396,9.8
16397,6.3
16398,12.5
16399,7.2
16400,9.0
16401,6.7
16402,6.2
16403,10.7
16404,10.0
16405,11.0
16406,10.3
16407,18.2
16408,8.2
16409,9.5
16410,11.8
16411,6.6
16412,6.8
16413,8.8
16414,5.5
16415,10.2
16416,8.6
16417,9.1
16418,8.2
16419,8.3
16420,7.7
16421,8.8
16422,11.5
16423,9.9
16424,11.9
16425,9.2
16426,7.0
16427,7.6
16428,11.2
16429,8.8
16430,10.1
16431,10.7
16432,10.2
16433,8.0
16434,10.9
16435,12.4
16436,10.4
16437,8.0
16438,10.4
16439,6.9
16440,9.5
16441,11.3
16442,8.4
16443,11.2
16444,6.8
16445,10.0
16446,10.7
16447,16.1
16448,9.4
16449,6.6
16450,10.1
16451,9.6
16452,14.1
16453,9.7
16454,8.6
16455,9.4
16456,10.6
16457,7.5
16458,10.8
16459,12.1
16460,10.2
16461,11.1
16462,9.7
16463,7.7
16464,9.9
16465,4.6
16466,6.6
16467,10.7
16468,7.7
16469,13.6
16470,11.3
16471,9.0
16472,6.8
16473,10.7
16474,8.9
16475,6.7
16476,9.6
16477,9.9
16478,9.5
16479,6.4
16480,6.2
16481,9.7
16482,11.4
16483,6.5
16484,10.0
16485,5.3
16486,15.6
16487,11.3
16488,10.1
16489,5.5
16490,10.2
16491,9.1
16492,9.9
16493,10.3
16494,6.7
16495,10.6
16496,12.7
16497,9.2
16498,9.4
16499,10.9
16500,9.2
16501,10.6
16502,9.3
16503,21.0
16504,6.8
16505,8.4
16506,8.5
16507,11.1
16508,9.7
16509,8.5
16510,7.7
16511,9.4
16512,3.4
16513,8.7
16514,6.0
16515,5.9
16516,10.5
16517,12.2
16518,9.5
16519,7.7
16520,9.3
16521,11.0
16522,5.3
16523,10.1
16524,6.4
16525,10.0
16526,7.0
16527,9.5
16528,10.6
16529,12.1
16530,12.4
16531,9.8
16532,13.7
16533,8.4
16534,10.0
16535,5.3
16536,6.2
16537,9.2
16538,9.8
16539,12.8
16540,15.2
16541,14.5
16542,6.5
16543,9.0
16544,10.3
16545,6.8
16546,9.8
16547,10.2
16548,12.6
16549,11.4
16550,8.1
16551,10.7
16552,10.4
16553,8.2
16554,10.4
16555,6.3
16556,6.5
16557,11.1
16558,9.7
16559,5.6
16560,14.3
16561,9.8
16562,9.5
16563,13.5
16564,7.6
16565,9.9
16566,11.6
16567,9.3
16568,12.9
16569,7.7
16570,9.0
16571,8.4
16572,9.8
16573,8.2
16574,9.6
16575,7.9
16576,7.7
16577,9.8
16578,12.0
16579,5.5
16580,5.5
16581,12.1
16582,10.8
16583,10.9
16584,6.8
16585,6.8
16586,10.7
16587,14.0
16588,8.4
16589,6.9
16590,11.5
16591,13.6
16592,8.3
16593,14.6
16594,6.3
16595,6.9
16596,11.2
16597,9.7
16598,11.6
16599,6.0
16600,9.7
16601,12.5
16602,6.3
16603,8.4
16604,7.6
16605,8.1
16606,9.2
16607,9.2
16608,10.8
16609,11.9
16610,5.7
16611,11.9
16612,9.3
16613,6.1
16614,5.9
16615,5.6
16616,10.9
16617,11.3
16618,6.6
16619,10.6
16620,11.5
16621,7.2
16622,9.0
16623,11.3
16624,6.9
16625,8.3
16626,6.3
16627,11.6
16628,11.1
16629,7.2
16630,9.7
16631,11.0
16632,8.9
16633,5.5
16634,9.5
16635,7.5
16636,9.0
16637,10.8
16638,8.8
16639,4.5
16640,8.8
16641,9.2
16642,11.8
16643,12.5
16644,9.8
16645,10.5
16646,4.3
16647,11.0
16648,5.5
16649,9.6
16650,10.7
16651,11.0
16652,11.6
16653,10.3
16654,8.1
16655,9.9
16656,12.7
16657,9.8
16658,9.9
16659,9.3
16660,11.7
16661,10.0
16662,9.9
16663,8.8
16664,10.9
16665,7.8
16666,4.7
16667,11.3
16668,14.2
16669,8.5
16670,8.1
16671,9.1
16672,10.0
16673,12.9
16674,9.9
16675,11.3
16676,14.6
16677,10.4
16678,13.4
16679,14.5
16680,9.1
16681,9.4
16682,11.9
16683,7.1
16684,9.3
16685,15.0
16686,9.8
16687,7.2
16688,7.9
16689,8.4
16690,8.9
16691,12.9
16692,10.5
16693,5.6
16694,13.2
16695,7.2
16696,9.8
16697,9.2
16698,6.9
16699,8.4
16700,6.4
16701,6.6
16702,9.2
16703,5.8
16704,10.6
16705,8.6
16706,7.7
16707,9.6
16708,8.1
16709,10.3
16710,7.7
16711,8.2
16712,18.0
16713,9.3
16714,6.5
16715,8.3
16716,10.2
16717,7.8
16718,9.4
16719,6.7
16720,5.6
16721,8.7
16722,9.1
16723,10.2
16724,12.4
16725,10.3
16726,9.4
16727,8.7
16728,7.0
16729,13.2
16730,12.0
16731,11.0
16732,11.4
16733,9.1
16734,10.2
16735,11.2
16736,10.2
16737,7.9
16738,9.9
16739,8.3
16740,11.1
16741,5.7
16742,11.2
16743,9.8
16744,10.2
16745,10.7
16746,9.7
16747,11.4
16748,8.7
16749,7.3
16750,10.7
16751,9.8
16752,7.3
16753,10.1
16754,9.2
16755,8.5
16756,4.2
16757,9.7
16758,8.8
16759,10.7
16760,9.2
16761,5.4
16762,9.4
16763,11.5
16764,11.3
16765,7.3
16766,4.9
16767,13.4
16768,12.4
16769,9.9
16770,12.9
16771,10.7
16772,9.5
16773,12.3
16774,9.6
16775,12.0
16776,8.0
16777,10.5
16778,12.9
16779,7.1
16780,7.0
16781,13.5
16782,7.7
16783,9.0
16784,7.3
16785,8.1
16786,7.6
16787,9.2
16788,9.8
16789,11.9
16790,8.7
16791,8.2
16792,10.4
16793,7.8
16794,9.1
16795,13.8
16796,9.6
16797,9.9
16798,11.8
16799,11.2
16800,6.4
16801,11.0
16802,10.5
16803,10.9
16804,6.3
16805,6.6
16806,11.0
16807,10.1
16808,8.6
16809,9.2
16810,8.6
16811,6.4
16812,6.8
16813,10.1
16814,9.8
16815,11.7
16816,9.6
16817,7.9
16818,8.9
16819,5.4
16820,11.7
16821,9.2
16822,10.1
16823,9.6
16824,9.0
16825,9.8
16826,9.6
16827,10.3
16828,7.3
16829,10.6
16830,13.1
16831,10.4
16832,7.2
16833,10.4
16834,10.6
16835,9.7
16836,13.8
16837,9.0
16838,11.1
16839,12.4
16840,12.0
16841,9.2
16842,11.2
16843,9.3
16844,10.7
16845,10.9
16846,10.4
16847,9.1
16848,7.8
16849,7.9
16850,8.1
16851,8.8
16852,7.8
16853,13.2
16854,12.2
16855,11.5
16856,10.3
16857,9.9
16858,10.9
16859,9.0
16860,6.2
16861,6.7
16862,8.2
16863,14.8
16864,8.3
16865,8.9
16866,10.6
16867,6.8
16868,8.0
16869,10.4
16870,12.9
16871,6.1
16872,8.5
16873,9.7
16874,9.1
16875,11.3
16876,7.8
16877,13.9
16878,10.2
16879,11.9
16880,10.8
16881,11.8
16882,9.3
16883,8.8
16884,7.5
16885,11.0
16886,8.5
16887,10.2
16888,8.6
16889,9.4
16890,12.4
16891,8.2
16892,5.6
16893,6.2
16894,6.8
16895,14.8
16896,9.2
16897,13.2
16898,10.3
16899,6.0
16900,10.2
16901,10.5
16902,14.0
16903,9.6
16904,9.9
16905,9.0
16906,8.7
16907,9.4
16908,10.6
16909,10.5
16910,9.9
16911,11.8
16912,6.3
16913,10.7
16914,10.2
16915,10.6
16916,7.8
16917,10.4
16918,9.8
16919,10.5
16920,11.8
16921,4.7
16922,9.0
16923,10.7
16924,7.2
16925,10.5
16926,10.9
16927,4.9
16928,9.3
16929,8.2
16930,15.0
16931,10.3
16932,9.9
16933,9.2
16934,12.3
16935,6.1
16936,10.8
16937,9.7
16938,10.0
16939,8.2
16940,7.1
16941,4.4
16942,5.4
16943,6.5
16944,7.8
16945,9.7
16946,7.4
16947,12.4
16948,10.4
16949,6.5
16950,9.5
16951,6.3
16952,12.5
16953,10.0
16954,9.8
16955,9.6
16956,11.7
16957,12.6
16958,5.7
16959,9.1
16960,9.6
16961,6.4
16962,8.2
16963,11.2
16964,8.9
16965,7.3
16966,9.0
16967,9.5
16968,11.8
16969,12.3
16970,10.3
16971,7.3
16972,5.7
16973,9.7
16974,10.7
16975,9.2
16976,8.2
16977,10.9
16978,10.2
16979,7.8
16980,7.0
16981,8.5
16982,10.9
16983,10.4
16984,10.8
16985,6.4
16986,9.9
16987,9.9
16988,9.3
16989,12.9
16990,11.1
16991,10.4
16992,11.0
16993,10.9
16994,10.1
16995,13.3
16996,8.3
16997,4.2
